fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.5499999999999998,0.4691358024691359,0.5531914893617021,0.9392523364485982,0.5357142857142858,0.5512820512820512,0.6367521367521368,0.9353535353535278,0.24324324324324342,0.4259259259259259,0.06896551724137923,0.6666666666666667
0.3749999999999998,0.54320987654321,0.5106382978723405,0.04672897196261683,0.6071428571428572,0.15384615384615385,0.47435897435897445,0.4639730639730715,0.6486486486486487,0.49999999999999994,0.18965517241379293,0.6666666666666667
0.8249999999999997,0.49382716049382736,0.6382978723404256,0.294392523364486,0.625,0.3589743589743589,0.3247863247863248,0.5380471380471334,0.5945945945945943,0.4074074074074074,0.2931034482758619,0.6666666666666667
0.5999999999999999,0.37037037037037046,0.46808510638297873,0.36915887850467294,0.767857142857143,0.5769230769230769,0.7051282051282052,0.5717171717171823,0.5000000000000004,0.3333333333333333,0.2586206896551724,0.6666666666666667
0.5999999999999999,0.37037037037037046,0.46808510638297873,0.36915887850467294,0.767857142857143,0.5769230769230769,0.7051282051282052,0.5717171717171823,0.5000000000000004,0.3333333333333333,0.2586206896551724,0.6666666666666667
0.8249999999999997,0.49382716049382736,0.6382978723404256,0.294392523364486,0.625,0.3589743589743589,0.3247863247863248,0.5380471380471334,0.5945945945945943,0.4074074074074074,0.2931034482758619,0.6666666666666667
0.34999999999999987,0.5925925925925927,0.1276595744680851,0.2990654205607477,0.5357142857142858,0.3589743589743589,0.4914529914529915,0.5245791245791338,0.4864864864864864,0.46296296296296285,0.2068965517241379,0.6666666666666667
0.5499999999999998,0.4691358024691359,0.5531914893617021,0.9392523364485982,0.5357142857142858,0.5512820512820512,0.6367521367521368,0.9353535353535278,0.24324324324324342,0.4259259259259259,0.06896551724137923,0.6666666666666667
0.3749999999999998,0.54320987654321,0.5106382978723405,0.04672897196261683,0.6071428571428572,0.15384615384615385,0.47435897435897445,0.4639730639730715,0.6486486486486487,0.49999999999999994,0.18965517241379293,0.6666666666666667
0.8249999999999997,0.3456790123456791,0.7021276595744681,0.042056074766355145,0.5178571428571428,0.3333333333333333,0.46153846153846156,0.4505050505050576,0.5405405405405408,0.4259259259259259,0.4482758620689655,0.6666666666666667
